title,url,price_raw_orig,price_million_final,price_billion,price_vnd_original,location,district,area_m2,snippet
Bán căn hộ chung cư cao cấp DT từ 75m2 đến 150m2 tại tòa nhà 360 Giải Phóng - Thanh Xuân Hà nội .,https://homedy.com/ban-can-ho-imperial-plaza/chung-cu-cao-cap-dt-tu-75m2-den-150m2-tai-toa-nha-360-giai-phong-thanh-xuan-ha-noi-es3149921,"6 - 12,3 Tỷ",9150.0,9.15,6123.0,"Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,75.0,
Bán lô đất ngay Ngã Tư Lục Quân giá 3ty6 – Vị trí vàng đầu tư,https://homedy.com/ban-dat-thi-xa-son-tay-ha-noi/lo-ngay-nga-tu-luc-quan-gia-3ty6-vi-tri-vang-dau-es3165160,"3,2 - 3,8 Tỷ",3500.0,3.5,3238.0,"Thị xã Sơn Tây, Hà Nội",Thị xã Sơn Tây,64.0,
"Lô biệt thự giá đẹp ngay KĐT Dương Nội B - Solasta Mansion, Hà Đông",https://homedy.com/ban-nha-biet-thu-lien-ke-solasta-mansion-duong-noi/lo-gia-dep-ngay-kdt-b-ha-dong-es3165156,35 - 39000 Tỷ,19517500.0,19517.5,3539000.0,"Hà Đông, Hà Nội",Hà Đông,64.0,
"Bán nhà 2 tầng mặt tiền 15m, dân xây chắc chắn  gần trung tâm Phường Chương Mỹ",https://homedy.com/ban-nha-rieng-huyen-chuong-my-ha-noi/2-tang-mat-tien-15m-dan-xay-chac-chan-gan-trung-tam-phuong-es3165142,6 Tỷ,6000.0,6.0,6.0,"Huyện Chương Mỹ, Hà Nội",Huyện Chương Mỹ,15.0,
"Siêu phẩm LK Tây Hồ  90M2, 6T, MT 5M chỉ 29 tỷ . Quá Vip và rất hiếm . .",https://homedy.com/ban-nha-rieng-quan-tay-ho-ha-noi/sieu-pham-lk-90m2-6t-mt-5m-chi-29-ty-qua-vip-va-rat-hiem-es3163095,29 Tỷ,29000.0,29.0,29.0,"Quận Tây Hồ, Hà Nội",Quận Tây Hồ,90.0,
"Bán nhà 5 tầng tại Vũ Hữu Thanh Xuân Hà Nội giá 17,8 tỷ",https://homedy.com/ban-nha-rieng-quan-thanh-xuan-ha-noi/5-tang-tai-vu-huu-gia-178-ty-es3154423,"17,8 Tỷ",17800.0,17.8,178.0,"Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,64.0,
Bán căn hộ chung cư tầng trung 92m2 tại Hồ Tùng Mậu Nam Từ Liêm Hà Nội.,https://homedy.com/ban-can-ho-quan-nam-tu-liem-ha-noi/chung-cu-tang-trung-92m2-tai-tung-mau-es3060616,"5,5 Tỷ",5500.0,5.5,55.0,"Quận Nam Từ Liêm, Hà Nội",Quận Nam Từ Liêm,92.0,
"Bán tòa dòng tiền tại Miêu Nha Tây Mỗ Nam Từ Liêm Hà Nội giá 17,9 tỷ",https://homedy.com/ban-nha-rieng-quan-nam-tu-liem-ha-noi/toa-dong-tien-tai-mieu-tay-mo-gia-179-ty-es3144857,"17,9 Tỷ",17900.0,17.9,179.0,"Nam Từ Liêm, Hà Nội",Nam Từ Liêm,64.0,
Bán suất hung cư IA20 Ciputra 92m2 giá 5.5ty 0382276666,https://homedy.com/ban-can-ho-ia20-ciputra/suat-hung-cu-92m2-gia-5-5ty-0382276666-es1843265,"5,5 Tỷ",5500.0,5.5,55.0,"Quận Tây Hồ, Hà Nội",Quận Tây Hồ,92.0,
"Bán biệt thự mini Đào Tấn 102m2 5t mt 6m,  nội thất xịn, 3 mặt thoáng, gần phố, ở cực sướng",https://homedy.com/ban-nha-rieng-quan-ba-dinh-ha-noi/biet-thu-mini-dao-tan-102m2-5t-mt-6m-that-xin-3-mat-thoang-gan-pho-o-cuc-suong-es3165110,"20,9 Tỷ",20900.0,20.9,209.0,"Quận Ba Đình, Hà Nội",Quận Ba Đình,102.0,
"Cần Bán GẤP Mặt Tiền Rộng Tại Thanh Xuân 50m 11,8 tỷ",https://homedy.com/ban-nha-rieng-quan-thanh-xuan-ha-noi/can-gap-mat-tien-rong-tai-50m-118-ty-es3165085,"11,8 Tỷ",11800.0,11.8,118.0,"Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,50.0,
Bán nhà: Phố Trương Định - Hoàng Mai - 52m,https://homedy.com/ban-nha-rieng-quan-hoang-mai-ha-noi/pho-truong-dinh-52m-es3165084,"16,5 Tỷ",16500.0,16.5,165.0,"Quận Hoàng Mai, Hà Nội",Quận Hoàng Mai,52.0,
"CẦN BÁN Nhà 2 Mặt Ngõ Ôtô Tránh (Hoàng Cầu) 60m 26,5 tỷ",https://homedy.com/ban-nha-rieng-quan-dong-da-ha-noi/can-2-mat-ngo-oto-tranh-hoang-cau-60m-265-ty-es3165082,"26,5 Tỷ",26500.0,26.5,265.0,"Quận Đống Đa, Hà Nội",Quận Đống Đa,2.0,
Bùi Xương Trạch - Thanh Xuân - 30m2 - 6 tầng - 8.25tỷ,https://homedy.com/ban-nha-rieng-quan-thanh-xuan-ha-noi/bui-xuong-trach-30m2-6-tang-8-25ty-es3165074,"8,25 Tỷ",8250.0,8.25,825.0,"Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,30.0,
Siêu Phẩm CHCC Eurowindow Multi complex 95m x 3PN+2wc  Tầng đẹp view triệu đô,https://homedy.com/ban-can-ho-quan-cau-giay-ha-noi/sieu-pham-chcc-eurowindow-multi-complex-95m-x-3pn2wc-tang-dep-view-trieu-do-es3143027,"8,3 Tỷ",8300.0,8.3,83.0,"Quận Cầu Giấy, Hà Nội",Quận Cầu Giấy,95.0,
"Siêu Phẩm Căn Hộ Cực Hiếm,Lô Góc 3thoáng ,Vị trí đắc địa sung quanh full tiện ích",https://homedy.com/ban-can-ho-quan-cau-giay-ha-noi/sieu-pham-cuc-hiemlo-goc-3thoang-vi-tri-dac-dia-sung-quanh-full-tien-ich-es3148923,"9,2 Tỷ",9200.0,9.2,92.0,"Quận Cầu Giấy, Hà Nội",Quận Cầu Giấy,64.0,
Jade Lake Residence – Lựa chọn an cư đẳng cấp và đầu tư kinh doanh tại Tây Tựu Hà Nội,https://homedy.com/ban-nha-biet-thu-lien-ke-quan-bac-tu-liem-ha-noi/jade-lake-residence-lua-chon-an-cu-dang-cap-va-dau-kinh-doanh-tai-tay-tuu-es3165044,28 Tỷ,28000.0,28.0,28.0,"Bắc Từ Liêm, Hà Nội",Bắc Từ Liêm,64.0,
"Jade Square – Tổ hợp căn hộ kết nối trường học, công viên và tiện ích đô thị",https://homedy.com/ban-can-ho-jade-square/to-hop-ket-noi-truong-hoc-cong-vien-va-tien-ich-do-thi-es3165041,15 Tỷ,15000.0,15.0,15.0,"quận Bắc Từ Liêm, Hà Nội",quận Bắc Từ Liêm,64.0,
Jade Square Nguyễn Đình Tứ – Điểm đến an cư và đầu tư tiềm năng,https://homedy.com/ban-can-ho-jade-square/nguyen-dinh-tu-diem-den-an-cu-va-dau-tiem-nang-es3165035,Thỏa thuận,,,,"quận Bắc Từ Liêm, Hà Nội",quận Bắc Từ Liêm,64.0,
Mở Bán - Chung cư D1 Lạc Long Quân - Bưởi - Tây Hồ - Full Nội Thất,https://homedy.com/ban-can-ho-quan-tay-ho-ha-noi/mo-chung-cu-d1-lac-long-buoi-full-that-es3165031,1 Tỷ,1000.0,1.0,1.0,"Quận Tây Hồ, Hà Nội",Quận Tây Hồ,64.0,
Jade Square Đông Ngạc – Nơi hội tụ 747 tổ ấm và hệ thống tiện ích toàn diện,https://homedy.com/ban-can-ho-quan-bac-tu-liem-ha-noi/jade-square-dong-ngac-hoi-747-to-am-va-he-thong-tien-ich-toan-dien-es3165029,Thỏa thuận,,,,"Bắc Từ Liêm, Hà Nội",Bắc Từ Liêm,64.0,
Mở Bán - Chung Cư D2 Tam Trinh - Minh Khai - Cầu Mai Động - Full Nội Thất,https://homedy.com/ban-can-ho-quan-hoang-mai-ha-noi/mo-chung-cu-d2-tam-trinh-minh-khai-cau-dong-full-that-es3165028,1 Tỷ,1000.0,1.0,1.0,"Quận Hoàng Mai, Hà Nội",Quận Hoàng Mai,64.0,
"Jade Lake – Đầu tư thông minh, lợi nhuận bền vững",https://homedy.com/ban-nha-biet-thu-lien-ke-quan-bac-tu-liem-ha-noi/jade-lake-dau-thong-minh-loi-nhuan-ben-vung-es3164994,0 - 0 Triệu,0.0,0.0,0.0,"Bắc Từ Liêm, Hà Nội",Bắc Từ Liêm,64.0,
Jade Square – Tổ hợp thương mại & căn hộ cao cấp,https://homedy.com/ban-can-ho-quan-bac-tu-liem-ha-noi/jade-square-to-hop-thuong-mai-cao-cap-es3164993,"9,5E-05 Triệu",7.25,0.00725,9505.0,"Bắc Từ Liêm, Hà Nội",Bắc Từ Liêm,64.0,
Jade Lake – Sống xanh bên hồ giữa lòng thủ đô,https://homedy.com/ban-nha-biet-thu-lien-ke-quan-bac-tu-liem-ha-noi/jade-lake-song-xanh-ben-ho-giua-long-do-es3164992,"0,00029 Triệu",0.00029,2.9e-07,29.0,"Bắc Từ Liêm, Hà Nội",Bắc Từ Liêm,64.0,
Bán Biệt Thự giá rẻ tại Hà Nội với nhiều ưu đãi cực tốt,https://homedy.com/ban-nha-biet-thu-lien-ke-quan-bac-tu-liem-ha-noi/gia-re-tai-voi-nhieu-uu-dai-cuc-tot-es3164991,0 - 0 Triệu,0.0,0.0,0.0,"Bắc Từ Liêm, Hà Nội",Bắc Từ Liêm,64.0,
"Bán nhà mặt phố Quận Hoàng Mai : 51m2 , mặt tiền rộng 6m ,5T căn góc giá 23.5tỷ",https://homedy.com/ban-nha-mat-pho-quan-hoang-mai-ha-noi/51m2-tien-rong-6m-5t-can-goc-gia-23-5ty-es3164971,"23,5 Tỷ",23500.0,23.5,235.0,"Quận Hoàng Mai, Hà Nội",Quận Hoàng Mai,51.0,
"Bán căn hộ 96m2, 3PN-2WC, tầng trung, căn góc, tòa TĐC Park 3 Eurowindow River Park, lh 0772272886",https://homedy.com/ban-can-ho-euro-river-park/96m2-3pn-2wc-tang-trung-goc-toa-tdc-3-eurowindow-lh-0772272886-es3162339,"4,43 Tỷ",4430.0,4.43,443.0,"Huyện Đông Anh, Hà Nội",Huyện Đông Anh,96.0,
"Bán tòa nhà Bulding Mặt Phố Lĩnh Nam : 250m2 : 8 tầng ,MT 10m giá 85tỷ",https://homedy.com/ban-nha-mat-pho-quan-hai-ba-trung-ha-noi/toa-bulding-linh-nam-250m2-8-tang-mt-10m-gia-85ty-es3164965,85 Tỷ,85000.0,85.0,85.0,"Quận Hai Bà Trưng, Hà Nội",Quận Hai Bà Trưng,250.0,
Chung cư Mini Triều Khúc - 7 tầng thang máy - 17 phòng khép kín - Dòng tiền ổn định,https://homedy.com/ban-nha-rieng-huyen-thanh-tri-ha-noi/chung-cu-mini-trieu-khuc-7-tang-thang-may-17-phong-khep-kin-dong-tien-on-dinh-es3164962,Thỏa thuận,,,,"Huyện Thanh Trì, Hà Nội",Huyện Thanh Trì,64.0,
"Hiếm nhà bán - Lô góc, Ôtô tránh, Kinh doanh - Hoàng Quốc Việt - 58m x 5 Ngủ x MT rộng - 16,89 tỷ",https://homedy.com/ban-nha-rieng-quan-cau-giay-ha-noi/hiem-lo-goc-oto-tranh-kinh-doanh-hoang-quoc-viet-58m-x-5-ngu-mt-rong-1689-ty-es3157549,"16,89 Tỷ",16890.0,16.89,1689.0,"Quận Cầu Giấy, Hà Nội",Quận Cầu Giấy,58.0,
"Bán Tòa CHDV -Dương Quảng Hàm - PCCC Đỗ cửa - Ôtô, Kinh doanh  -70M x7 TẦNG - Dòng tiền 100TR/Tháng",https://homedy.com/ban-can-ho-quan-cau-giay-ha-noi/toa-chdv-duong-quang-ham-pccc-do-cua-oto-kinh-doanh-70m-x7-tang-dong-tien-100tr-thang-es3159044,24 Tỷ,24000.0,24.0,24.0,"Quận Cầu Giấy, Hà Nội",Quận Cầu Giấy,70.0,
Solasta Mansion - Tinh hoa sống thượng lưu giữa lòng đô thị,https://homedy.com/ban-nha-mat-pho-solasta-mansion-duong-noi/tinh-hoa-song-thuong-luu-giua-long-do-thi-es3164923,36 Tỷ,36000.0,36.0,36.0,"Hà Đông, Hà Nội",Hà Đông,64.0,
"Tòa Vp, Khách Sạn 200m2, 7 tầng, 17m mặt .  tại Hoàn Kiếm siêu víp, chỉ 150ty.",https://homedy.com/ban-nha-mat-pho-quan-hoan-kiem-ha-noi/toa-vp-khach-san-200m2-7-tang-17m-tai-sieu-vip-chi-150ty-es3163091,150 Tỷ,150000.0,150.0,150.0,"Quận Hoàn Kiếm, Hà Nội",Quận Hoàn Kiếm,200.0,
Cực hiếm !!! Trần Xuân Soạn 38m2 Thang máy - Ô tô đỗ cửa - mt 6m 16.8 tỷ 0812383898,https://homedy.com/ban-nha-rieng-quan-hai-ba-trung-ha-noi/cuc-hiem-tran-xuan-soan-38m2-thang-may-o-to-do-cua-mt-6m-16-8-ty-0812383898-es3164903,"16,8 Tỷ",16800.0,16.8,168.0,"Quận Hai Bà Trưng, Hà Nội",Quận Hai Bà Trưng,38.0,
"Tòa nhà Văn phòng gần 200m2, 8 tầng-Thang máy tại Hai Bà Trưng siêu VIP và Đẳng cấp. LH 0961334883",https://homedy.com/ban-nha-mat-pho-quan-hai-ba-trung-ha-noi/toa-van-phong-gan-200m2-8-tang-thang-may-tai-sieu-vip-va-dang-cap-lh-0961334883-es3164901,Thỏa thuận,,,,"Quận Hai Bà Trưng, Hà Nội",Quận Hai Bà Trưng,200.0,
"Bán nhà lô góc ngõ 87 Lê Thanh Nghị 43m² 4 tầng giá 10.8 tỷ, sổ đỏ chính chủ",https://homedy.com/ban-nha-rieng-quan-hai-ba-trung-ha-noi/lo-goc-ngo-87-le-thanh-nghi-43m-4-tang-gia-10-8-ty-so-do-chinh-chu-es3164898,"10,8 Tỷ",10800.0,10.8,108.0,"Quận Hai Bà Trưng, Hà Nội",Quận Hai Bà Trưng,43.0,
"Thắng ThổKư,Bán Nhà,Mỹ Đình,79m2,Siêu Phẩm Mặt Tiền,16.3 Tỷ",https://homedy.com/ban-nha-rieng-quan-nam-tu-liem-ha-noi/thang-thokuban-nhamy-dinh79m2sieu-pham-mat-tien16-3-ty-es3164885,"16,3 Tỷ",16300.0,16.3,163.0,"Quận Nam Từ Liêm, Hà Nội",Quận Nam Từ Liêm,79.0,
"Bán GẤP 112m2 Đất MỸ ĐÌNH - Vị Trí Vàng, Đầu Tư Sinh Lời Cao, 15 Tỷ",https://homedy.com/ban-dat-quan-nam-tu-liem-ha-noi/gap-112m2-my-dinh-vi-tri-vang-dau-sinh-loi-cao-15-ty-es3164883,15 Tỷ,15000.0,15.0,15.0,"Quận Nam Từ Liêm, Hà Nội",Quận Nam Từ Liêm,112.0,
Bán mặt phố Trần Đại Nghĩa - Ngay ngã tư Đại La-  Kinh doanh sầm uất ngày đêm -352m - Nhỉnh 80 Tỷ,https://homedy.com/ban-nha-mat-pho-quan-hai-ba-trung-ha-noi/tran-dai-nghia-ngay-nga-tu-la-kinh-doanh-sam-uat-dem-352m-nhinh-80-ty-es3133182,81 Tỷ,81000.0,81.0,81.0,"Quận Hai Bà Trưng, Hà Nội",Quận Hai Bà Trưng,352.0,
Bán mặt phố Lò Đúc - trung tâm 2 Bà Trưng vỉa hè rộng - kinh doanh sầm uất - 305m2 - giá 160 tỷ,https://homedy.com/ban-nha-mat-pho-quan-hai-ba-trung-ha-noi/lo-duc-tam-2-via-he-rong-kinh-doanh-sam-uat-305m2-gia-160-ty-es3131405,160 Tỷ,160000.0,160.0,160.0,"Quận Hai Bà Trưng, Hà Nội",Quận Hai Bà Trưng,305.0,
Siêu phẩm Phú Diễn 242 M2 – Mặt ngõ thông Ô tô tránh – 13.3 Tỷ,https://homedy.com/ban-dat-quan-bac-tu-liem-ha-noi/sieu-pham-phu-dien-242-m2-mat-ngo-thong-o-to-tranh-13-3-ty-es3164869,"13,3 Tỷ",13300.0,13.3,133.0,"Quận Bắc Từ Liêm, Hà Nội",Quận Bắc Từ Liêm,242.0,
"Nhà 2 tầng tại trung tâm Thôn Thống Nhất, Xã Dương Hòa, TP Hà Nội. (Dương Liễu )",https://homedy.com/ban-nha-rieng-huyen-hoai-duc-ha-noi/2-tang-tai-trung-tam-thon-thong-nhat-xa-duong-hoa-tp-lieu-es3164868,"12,5 Tỷ",12500.0,12.5,125.0,"Huyện Hoài Đức, Hà Nội",Huyện Hoài Đức,64.0,
Siêu Phẩm - Trường Chinh- Phương Liệt- Thanh Xuân - 49m2 5tầng - 14 tỷ,https://homedy.com/ban-nha-rieng-quan-thanh-xuan-ha-noi/sieu-pham-truong-chinh-phuong-liet-49m2-5tang-14-ty-es3164854,14 Tỷ,14000.0,14.0,14.0,"Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,49.0,
Bán nhà: Đường Giải Phóng - Hoàng Mai - 4 tầng - 45m2 - Nhà dân xây,https://homedy.com/ban-nha-rieng-quan-hoang-mai-ha-noi/duong-giai-phong-4-tang-45m2-dan-xay-es3164856,"9,95 Tỷ",9950.0,9.95,995.0,"Quận Hoàng Mai, Hà Nội",Quận Hoàng Mai,45.0,
Phú Mỹ - Mỹ Đình - Nam Từ Liêm - 35m2 - 4 tầng - 4 Ngủ,https://homedy.com/ban-nha-rieng-quan-nam-tu-liem-ha-noi/phu-my-dinh-35m2-4-tang-ngu-es3164836,8 Tỷ,8000.0,8.0,8.0,"Quận Nam Từ Liêm, Hà Nội",Quận Nam Từ Liêm,35.0,
Siêu phẩm Penthouse Sân vườn 310m2 Víp nhất Mỹ Đình Pearl full. nội thất Châu Âu Lh 0987106521,https://homedy.com/ban-can-ho-my-dinh-pearl/sieu-pham-penthouse-san-vuon-310m2-vip-nhat-full-noi-that-chau-au-lh-0987106521-es3106919,Thỏa thuận,,,,"Quận Nam Từ Liêm, Hà Nội",Quận Nam Từ Liêm,310.0,
Bán  Căn Skyvilla 300m2 Full nội thất - Thiết kế Duplex ( sảnh thang máy riêng)  Lh 0987106521,https://homedy.com/ban-can-ho-dreamland-bonanza/skyvilla-300m2-full-noi-that-thiet-ke-duplex-sanh-thang-may-rieng-lh-0987106521-es3161274,Thỏa thuận,,,,"Quận Cầu Giấy, Hà Nội",Quận Cầu Giấy,300.0,
"Bán hoa hậu ngõ 322 Mỹ Đình, Nam Từ Liêm, Hà Nội chỉ 7 tỷ - 31 m2",https://homedy.com/ban-nha-rieng-quan-nam-tu-liem-ha-noi/hoa-hau-ngo-322-my-dinh-chi-7-ty-31-m2-es3164819,7 Tỷ,7000.0,7.0,7.0,"Quận Nam Từ Liêm, Hà Nội",Quận Nam Từ Liêm,322.0,
"Chỉ từ 1,5 tỷ có ngay căn hộ chung cư vị trí đẹp thuận lợi",https://homedy.com/ban-can-ho-tht-new-city/chi-tu-15-ty-co-ngay-chung-cu-vi-tri-dep-thuan-loi-es3159949,Thỏa thuận,,,,"huyện Hoài Đức, Hà Nội",huyện Hoài Đức,64.0,
"Nhà phố Giá ngõ - Bán NR Lương Thế Vinh 43m2, 3 tầng, mặt tiền 3m, chỉ 6,6 tỷ",https://homedy.com/ban-nha-rieng-quan-nam-tu-liem-ha-noi/pho-gia-ngo-nr-luong-the-vinh-43m2-3-tang-mat-tien-3m-chi-66-ty-es3164817,"6,6 Tỷ",6600.0,6.6,66.0,"Nam Từ Liêm, Hà Nội",Nam Từ Liêm,43.0,
Cắt Lỗ - Chung cư  A1 Lê Duẩn -  Xã Đàn - Đống Đa - Full Nội Thất,https://homedy.com/ban-can-ho-quan-dong-da-ha-noi/cat-lo-chung-cu-a1-le-duan-xa-dan-full-that-es1539784,1 Tỷ,1000.0,1.0,1.0,"Quận Đống Đa, Hà Nội",Quận Đống Đa,64.0,
Chính Chủ - Bán chung cư C1 Lê Duẩn - Đại Cồ Việt - Trần Khát Chân - Full nội thất,https://homedy.com/ban-can-ho-quan-hai-ba-trung-ha-noi/chinh-chu-chung-cu-c1-le-duan-dai-co-viet-tran-khat-chan-full-that-es1363668,1 Tỷ,1000.0,1.0,1.0,"Quận Hai Bà Trưng, Hà Nội",Quận Hai Bà Trưng,64.0,
Giá Sốc - Mở Bán Chung Cư T3 Hoàng Hoa Thám - Đội Cấn - Ba Đình,https://homedy.com/ban-can-ho-quan-ba-dinh-ha-noi/gia-soc-mo-chung-cu-t3-hoang-hoa-tham-doi-es1544579,1 Tỷ,1000.0,1.0,1.0,"Quận Ba Đình, Hà Nội",Quận Ba Đình,64.0,
Solasta Mansion – Biểu tượng sống mới tại cửa ngõ trung tâm Hà Nội,https://homedy.com/ban-nha-biet-thu-lien-ke-solasta-mansion-duong-noi/bieu-tuong-song-moi-tai-cua-ngo-trung-tam-ha-es3164774,"36,55 Tỷ",36550.0,36.55,3655.0,"Hà Đông, Hà Nội",Hà Đông,64.0,
Bán tòa văn phòng hạng A khu vực Đống Đa- pccc thành phố cấp- 10 tầng 2 hầm,https://homedy.com/ban-toa-van-phong-hang-a-khu-vuc-dong-da-pccc-thanh-pho-cap-10-tang-2-ham-es3164764,260 Tỷ,260000.0,260.0,260.0,"Quận Đống Đa, Hà Nội",Quận Đống Đa,64.0,
"635 căn biệt thự Solasta Mansion – Số lượng giới hạn, đặc quyền vô tận",https://homedy.com/ban-nha-biet-thu-lien-ke-solasta-mansion-duong-noi/635-can-so-luong-gioi-han-dac-quyen-vo-tan-es3164749,"36,37 Tỷ",36370.0,36.37,3637.0,"Hà Đông, Hà Nội",Hà Đông,64.0,
"Ko còn căn rẻ hơn !!! Bán Căn 2PN 54m2 Vinhomes Smart City - Full Nội Thất 3,950 tỷ bao phí -Ở ngay",https://homedy.com/ban-can-ho-vinhomes-smart-city/ko-con-re-hon-2pn-54m2-full-noi-that-3950-ty-bao-phi-o-ngay-es2438955,"3,95 Tỷ",3950.0,3.95,395.0,"Quận Nam Từ Liêm, Hà Nội",Quận Nam Từ Liêm,54.0,
"Sổ đỏ cầm tay, Bán nhanh 1PN+1, 43m 2,94tỷ bao phí và Studio 2,25tỷ bao phí KĐT Vinhomes Smart City",https://homedy.com/ban-can-ho-vinhomes-smart-city/so-do-cam-tay-nhanh-1pn1-43m-294ty-bao-phi-va-studio-225ty-kdt-es2128275,"2,94 Tỷ",2940.0,2.94,294.0,"Quận Nam Từ Liêm, Hà Nội",Quận Nam Từ Liêm,43.0,
Trịnh Văn Bô - Vỉa hè - Ô tô - Nhà 7 tầng - Thang máy,https://homedy.com/ban-nha-rieng-quan-nam-tu-liem-ha-noi/trinh-van-bo-via-he-o-to-7-tang-thang-may-es3163836,Thỏa thuận,,,,"Quận Nam Từ Liêm, Hà Nội",Quận Nam Từ Liêm,64.0,
"Bán nhà phân lô KĐTM  Đại Kim , Nguyễn Cảnh Dị– 5 tầng ô tô tránh – kinh doanh đỉnh – giá 20.6 tỷ",https://homedy.com/ban-nha-biet-thu-lien-ke-quan-hoang-mai-ha-noi/phan-lo-kdtm-dai-kim-nguyen-canh-di-5-tang-o-to-tranh-kinh-doanh-dinh-gia-20-6-ty-es3164724,"20,6 Tỷ",20600.0,20.6,206.0,"Quận Hoàng Mai, Hà Nội",Quận Hoàng Mai,64.0,
Bán nhà mặt phố trương định – tòa nhà văn phòng 7 tầng thang máy – kinh doanh đỉnh,https://homedy.com/ban-nha-mat-pho-quan-hoang-mai-ha-noi/truong-dinh-toa-van-phong-7-tang-thang-may-kinh-doanh-es3164723,27 Tỷ,27000.0,27.0,27.0,"Quận Hoàng Mai, Hà Nội",Quận Hoàng Mai,64.0,
"Đất Phù Yên, Viên AN, Ứng Hòa, 115m2, ôtô KD, nở hậu 3.6 tỷ Hà Nội",https://homedy.com/ban-dat-huyen-ung-hoa-ha-noi/phu-yen-vien-an-115m2-oto-kd-no-hau-3-6-ty-es3164718,"3,6 Tỷ",3600.0,3.6,36.0,"Huyện Ứng Hòa, Hà Nội",Huyện Ứng Hòa,115.0,
"Bán CC The Sapphire-Vinhomes Smart Toà S402, Giá 4,195 tỷ, 48m2, 1PN, 1WC, view đẹp. LH 0392969999",https://homedy.com/ban-can-ho-quan-nam-tu-liem-ha-noi/cc-the-sapphire-vinhomes-smart-toa-s402-gia-4195-ty-48m2-1pn-1wc-view-dep-lh-0392969999-es3164680,"4,195 Triệu",4.195,0.004195,4195.0,"Nam Từ Liêm, Hà Nội",Nam Từ Liêm,48.0,
Bán nhà: Phố Minh Khai - 5 tầng - 45m2 - Dân xây,https://homedy.com/ban-nha-rieng-quan-hai-ba-trung-ha-noi/pho-minh-khai-5-tang-45m2-dan-xay-es3164675,"13,9 Tỷ",13900.0,13.9,139.0,"Quận Hai Bà Trưng, Hà Nội",Quận Hai Bà Trưng,45.0,
"Viisnmart City - Siêu phẩm I3 – 3 ngủ full công năng chỉ 6,7 tỷ NET",https://homedy.com/ban-can-ho-quan-nam-tu-liem-ha-noi/viisnmart-city-sieu-pham-i3-3-ngu-full-cong-nang-chi-67-ty-net-es3164647,"6,7 Tỷ",6700.0,6.7,67.0,"Quận Nam Từ Liêm, Hà Nội",Quận Nam Từ Liêm,64.0,
Bán mặt phố Minh Khai - Vỉa hè siêu rộng - 2 Thoáng - Kinh doanh các loại hình - 425m - 155 Tỷ,https://homedy.com/ban-nha-mat-pho-quan-hai-ba-trung-ha-noi/minh-khai-via-he-sieu-rong-2-thoang-kinh-doanh-cac-loai-hinh-425m-155-ty-es3164620,155 Tỷ,155000.0,155.0,155.0,"Quận Hai Bà Trưng, Hà Nội",Quận Hai Bà Trưng,425.0,
"Mặt Phố Nguyễn Trãi cực vip, kinh doanh đỉnh",https://homedy.com/ban-nha-mat-pho-quan-thanh-xuan-ha-noi/nguyen-trai-cuc-vip-kinh-doanh-dinh-es3148410,17 Tỷ,17000.0,17.0,17.0,"Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,64.0,
Bán nhà phân lô ngõ ô tô tránh khu vực La Thành - Hoàng Cầu - Trung tâm Đống Đa (0132),https://homedy.com/ban-nha-rieng-quan-dong-da-ha-noi/phan-lo-ngo-o-to-tranh-khu-vuc-la-thanh-hoang-cau-trung-tam-0132-es3164614,Thỏa thuận,,,,"Quận Đống Đa, Hà Nội",Quận Đống Đa,64.0,
"Bán Nhà Hào Nam, Đống Đa, Yên tĩnh, Xanh mát, Phân Lô, Ô tô Tránh, Sổ Đỏ Nở Hậu (0385)",https://homedy.com/ban-nha-rieng-quan-dong-da-ha-noi/hao-nam-yen-tinh-xanh-mat-phan-lo-o-to-tranh-so-do-no-hau-0385-es3164612,Thỏa thuận,,,,"Quận Đống Đa, Hà Nội",Quận Đống Đa,64.0,
"Bán nhà mặt ngõ thông Xã Đàn, Đống Đa, Ô tô tránh - Kinh Doanh Đỉnh - Cách Mặt Phố Chỉ 30M (0034)",https://homedy.com/ban-nha-rieng-quan-dong-da-ha-noi/mat-ngo-thong-xa-dan-o-to-tranh-kinh-doanh-dinh-cach-pho-chi-30m-0034-es3164611,Thỏa thuận,,,,"Quận Đống Đa, Hà Nội",Quận Đống Đa,30.0,
"Bán nhà lô góc 3 mặt thoáng - Khu vực Lê Trọng Tấn - Nguyễn Viết Xuân, Thanh Xuân (0213)",https://homedy.com/ban-nha-rieng-quan-thanh-xuan-ha-noi/lo-goc-3-mat-thoang-khu-vuc-le-trong-tan-nguyen-viet-0213-es3164610,Thỏa thuận,,,,"Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,3.0,
Sở hữu căn góc 3PN mặt đường Lê Quang Đạo chỉ 4 tỷ (30%). Lh 0949.68.1866,https://homedy.com/ban-can-ho-the-matrix-one/so-huu-goc-3pn-mat-duong-le-quang-dao-chi-4-ty-30-lh-0949-68-1866-es3164553,"13,5 Tỷ",13500.0,13.5,135.0,"Quận Nam Từ Liêm, Thành phố Hà Nội",Quận Nam Từ Liêm,64.0,
